start_time,end_time,place,address,activity,temperature,humid,emotion,heart_rate,food,eeg,person,music
2017-04-12 9:33,2017-04-12 9:38,BIFF 광장,/,이동하기,/,/,설렘,/,/,/,로빈과 제이슨,/
2017-04-12 9:38,2017-04-12 9:40,BIFF 광장,/,보기,/,/,반가움,/,/,/,로빈과 제이슨,/
2017-04-12 9:40,2017-04-12 9:40,BIFF 광장,/,촬영하기,/,/,신남,/,/,/,로빈과 제이슨,/
2017-04-12 9:40,2017-04-12 9:42,BIFF 광장,/,이동하기,/,/,신남,/,/,/,로빈과 제이슨,/
2017-04-12 9:42,2017-04-12 9:42,BIFF 거리,/,구경하기,/,/,신남,/,/,/,로빈과 제이슨,/
2017-04-12 9:42,2017-04-12 9:42,BIFF 거리,/,대화하기,/,/,도전의식,/,/,/,로빈과 제이슨,/
2017-04-12 9:42,2017-04-12 9:50,BIFF 거리,/,검색하기,/,/,궁금함,/,/,/,로빈과 제이슨,/
2017-04-12 9:50,2017-04-12 9:55,BIFF 거리,/,이동하기,/,/,궁금함,/,/,/,로빈과 제이슨,/
2017-04-12 9:55,2017-04-12 9:58,족발거리,/,대화하기,/,/,"신남, 기대됨",/,/,/,로빈과 제이슨,/
2017-04-12 9:58,2017-04-12 10:05,족발거리,/,보기,/,/,기대됨,/,/,/,로빈과 제이슨,/
2017-04-12 10:05,2017-04-12 10:05,족발거리,/,발견하기,/,/,반가움,/,/,/,로빈과 제이슨,/
2017-04-12 10:05,2017-04-12 10:05,족발가게,/,주문하기,/,/,신남,/,족발,/,로빈과 제이슨,/
2017-04-12 10:05,2017-04-12 11:00,족발가게,/,보기,/,/,궁금함,/,/,/,로빈과 제이슨,/
2017-04-12 11:00,2017-04-12 11:20,족발가게,/,촬영하기,/,/,신남,/,/,/,로빈과 제이슨,/
2017-04-12 11:20,2017-04-12 11:58,족발가게,/,먹기,/,/,만족함,/,/,/,로빈과 제이슨,/
2017-04-12 11:58,2017-04-12 12:00,족발가게,/,주문하기,/,/,만족함,/,/,/,로빈과 제이슨,/
2017-04-12 12:00,2017-04-12 12:10,족발가게,/,계산하기,/,/,만족함,/,/,/,로빈과 제이슨,/
2017-04-12 12:10,2017-04-12 12:10,족발가게,/,검색하기,/,/,아쉬움,/,/,/,로빈과 제이슨,/
2017-04-12 12:10,2017-04-12 12:30,족발가게,/,검색하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-12 12:30,2017-04-12 13:40,족발가게,/,대화하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-12 13:40,2017-04-12 13:41,족발가게,/,이동하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-12 13:41,2017-04-12 13:41,버스,/,이동하기,/,/, ,/,/,/,로빈과 제이슨,/
2017-04-12 13:41,2017-04-12 14:05,버스,/,대화하기,/,/,뿌듯함,/,/,/,로빈과 제이슨,/
2017-04-12 14:05,2017-04-12 14:20,부산역,/,구매하기,/,/, ,/,/,/,로빈과 제이슨,/
2017-04-12 14:20,2017-04-12 14:20,티켓창구,/,이동하기,/,/, ,/,/,/,로빈과 제이슨,/
2017-04-12 14:20,2017-04-12 14:05,KTX,/,정리하기,/,/,귀찮음,/,/,/,로빈과 제이슨,/
2017-04-12 14:05,2017-04-12 14:54,KTX,/,SNS하기,/,/, ,/,/,/,로빈과 제이슨,/
2017-04-12 14:54,2017-04-12 15:00,KTX,/,대화하기,/,/,피곤함,/,/,/,로빈과 제이슨,/
2017-04-12 15:00,2017-04-12 15:00,KTX,/,수면,/,/,피곤함,/,/,/,로빈과 제이슨,/
2017-04-12 15:00,2017-04-12 15:15,KTX,/,듣기,/,/,짜증남,/,/,/,로빈과 제이슨,/
2017-04-12 15:15,2017-04-12 15:20,KTX,/,보기,/,/,짜증남,/,/,/,로빈과 제이슨,/
2017-04-12 15:20,2017-04-12 15:15,KTX,/,흉보기,/,/,화남,/,/,/,로빈과 제이슨,/
2017-04-12 15:15,2017-04-12 15:30,KTX,/,대화하기,/,/,추억회상,/,/,/,로빈과 제이슨,/
2017-04-12 15:30,2017-04-12 15:30,KTX,/,인사하기,/,/, ,/,/,/,제이슨,/
2017-04-12 15:30,2017-04-12 16:10,KTX,/,하차하기,/,/, ,/,/,/,제이슨,/
2017-04-12 16:10,2017-04-12 16:13,서울역,/,이동하기,/,/, ,/,/,/,제이슨,/
2017-04-12 16:13,2017-04-12 16:13,도로 위,/,보기,/,/,조급함,/,/,/,제이슨,/
2017-04-12 16:13,2017-04-12 16:30,도로 위,/,뛰기,/,/,조급함,/,/,/,제이슨,/
2017-04-12 16:30,2017-04-12 16:37,버스정류장,/,탑승하기,/,/,뿌듯함,/,/,/,제이슨,/
2017-04-12 16:37,2017-04-12 16:37,버스정류장,/,이동하기,/,/,신남,/,/,/,제이슨,/
2017-04-12 16:37,2017-04-12 16:37,신촌,/,이동하기,/,/,신남,/,/,/,제이슨,/
2017-04-12 16:37,2017-04-12 16:50,비디오게임방,/,게임하기,/,/,신남,/,/,/,제이슨,/
2017-04-12 16:50,2017-04-12 17:28,비디오게임방,/,인사하기,/,/, ,/,/,/,제이슨,/
2017-04-12 17:28,2017-04-12 17:50,비디오게임방,/,이동하기,/,/, ,/,/,/,/,/
2017-04-12 17:50,2017-04-12 17:28,도로 위,/,듣기,/,/,나른함,/,/,/,/,/
2017-04-12 17:28,2017-04-12 17:55,기숙사 방,/,정리하기,/,/,나른함,/,/,/,/,/
2017-04-12 17:55,2017-04-12 19:11,기숙사 방,/,환복,/,/,피곤함,/,/,/,/,/
2017-04-12 19:11,2017-04-12 19:11,기숙사 방,/,정리하기,/,/,피곤함,/,/,/,/,/
2017-04-12 19:11,2017-04-12 19:30,기숙사 방,/,요리하기,/,/,배고픔,/,컵라면,/,/,/
2017-04-12 19:30,2017-04-12 19:45,기숙사 방,/,먹기,/,/,만족함,/,/,/,/,/
2017-04-12 19:45,2017-04-12 19:45,기숙사 방,/,찾아보기,/,/,궁금함,/,/,/,/,/
2017-04-12 19:45,2017-04-12 20:00,기숙사 방,/,검색하기,/,/, ,/,/,/,/,/
2017-04-12 20:00,2017-04-12 20:00,기숙사 방,/,SNS하기,/,/,궁금함,/,/,/,/,/
2017-04-12 20:00,2017-04-12 21:08,기숙사 방,/,검색하기,/,/,향수,/,/,/,/,/
2017-04-12 21:08,2017-04-12 21:10,기숙사 방,/,확인하기,/,/,궁금함,/,/,/,/,/
2017-04-12 21:10,2017-04-12 21:20,기숙사 방,/,알아차리기,/,/,당황스러움,/,/,/,/,/
2017-04-12 21:20,2017-04-12 21:20,기숙사 방,/,이동하기,/,/,피곤함,/,/,/,/,/
2017-04-12 21:20,2017-04-12 22:04,책상,/,보기,/,/,졸림,/,/,/,/,/
2017-04-12 22:04,2017-04-12 22:04,책상,/,설정하기,/,/,졸림,/,/,/,/,/
2017-04-12 22:04,2017-04-12 22:07,책상,/,자기,/,/,졸림,/,/,/,/,/
2017-04-12 22:07,2017-04-12 22:07,책상,/,끄기,/,/,졸림,/,/,/,/,/
2017-04-12 22:07,2017-04-12 22:07,책상,/,이동하기,/,/,졸림,/,/,/,/,/
2017-04-12 22:07,2017-04-12 22:07,기숙사 방,/,자기,/,/,졸림,/,/,/,/,/
2017-04-12 22:07,2017-04-12 22:07,기숙사 방,/,기상하기,/,/,당황스러움,/,/,/,/,/
2017-04-12 22:07,2017-04-12 22:07,기숙사 방,/,확인하기,/,/,당황스러움,/,/,/,/,/
2017-04-12 22:07,2017-04-12 22:07,기숙사 방,/,다짐하기,/,/,졸림,/,/,/,/,/
2017-04-12 22:07,2017-04-13 6:00,기숙사 방,/,수면,/,/,졸림,/,/,/,/,/
