start_time,end_time,place,address,activity,temperature,humid,emotion,heart_rate,food,eeg,person,music
2017-04-11 10:05,2017-04-11 11:00,감천문화마을,/,대화하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 11:00,2017-04-11 11:20,감천문화마을,/,촬영하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 11:20,2017-04-11 11:58,감천문화마을,/,촬영하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 11:58,2017-04-11 12:00,감천문화마을,/,촬영하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 12:00,2017-04-11 12:10,감천문화마을,/,이동하기,/,/,배고픔,/,/,/,로빈과 제이슨,/
2017-04-11 12:10,2017-04-11 12:10,피자 집,/,주문하기,/,/,배고픔,/,피자,/,로빈과 제이슨,/
2017-04-11 12:10,2017-04-11 12:30,피자 집,/,대화하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 12:30,2017-04-11 13:40,피자 집,/,먹기,/,/,맛있음,/,/,/,로빈과 제이슨,/
2017-04-11 13:40,2017-04-11 13:41,피자 집,/,계산하기,/,/,배부름,/,/,/,로빈과 제이슨,/
2017-04-11 13:41,2017-04-11 13:41,피자 집,/,이동하기,/,/,배부름,/,/,/,로빈과 제이슨,/
2017-04-11 13:41,2017-04-11 14:05,거리,/,대화하기,/,/,배부름,/,/,/,로빈과 제이슨,/
2017-04-11 14:05,2017-04-11 14:20,남포시장,/,먹기,/,/,맛있음,/,씨앗호떡,/,로빈과 제이슨,/
2017-04-11 14:20,2017-04-11 14:20,남포시장,/,계산하기,/,/,배부름,/,/,/,로빈과 제이슨,/
2017-04-11 14:20,2017-04-11 14:05,남포시장,/,구경하기,/,/,배부름,/,/,/,로빈과 제이슨,/
2017-04-11 14:05,2017-04-11 14:54,남포시장,/,대화하기,/,/,배부름,/,/,/,로빈과 제이슨,/
2017-04-11 14:54,2017-04-11 15:00,관광자센터,/,대화하기,/,/,고마움,/,/,/,직원,/
2017-04-11 15:00,2017-04-11 15:00,관광자센터,/,이동하기,/,/,배부름,/,/,/,로빈과 제이슨,/
2017-04-11 15:00,2017-04-11 15:15,거리,/,대화하기,/,/,배부름,/,/,/,로빈과 제이슨,/
2017-04-11 15:15,2017-04-11 15:20,용두산공원,/,촬영하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 15:20,2017-04-11 15:15,용두산공원,/,구경하기,/,/,상쾌함,/,/,/,로빈과 제이슨,/
2017-04-11 15:15,2017-04-11 15:30,용두산공원,/,대화하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 15:30,2017-04-11 15:30,전망대,/,구경하기,/,/,상쾌함,/,/,/,로빈과 제이슨,/
2017-04-11 15:30,2017-04-11 16:10,전망대,/,대화하기,/,/,즐거움,/,/,/,로빈과 제이슨,/
2017-04-11 16:10,2017-04-11 16:13,전망대,/,검색하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 16:13,2017-04-11 16:13,전망대,/,이동하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 16:13,2017-04-11 16:30,거리,/,대화하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 16:30,2017-04-11 16:37,버스정류장,/,기다리기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 16:37,2017-04-11 16:37,버스정류장,/,탑승하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 16:37,2017-04-11 16:37,버스정류장,/,이동하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 16:37,2017-04-11 16:50,버스,/,대화하기,/,/,즐거움,/,/,/,로빈과 제이슨,/
2017-04-11 16:50,2017-04-11 17:28,버스,/,보기,/,/,웃김,/,/,/,로빈과 제이슨,/
2017-04-11 17:28,2017-04-11 17:50,해운대 해수욕장,/,구경하기,/,/,실망스러움,/,/,/,로빈과 제이슨,/
2017-04-11 17:50,2017-04-11 17:28,해운대 해수욕장,/,이동하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 17:28,2017-04-11 17:55,해운대 해수욕장,/,대화하기,/,/,즐거움,/,/,/,로빈과 제이슨,/
2017-04-11 17:55,2017-04-11 19:11,볼링장,/,놀기,/,/,즐거움,/,/,/,로빈과 제이슨,/
2017-04-11 19:11,2017-04-11 19:11,볼링장,/,이동하기,/,/,즐거움,/,/,/,로빈과 제이슨,/
2017-04-11 19:11,2017-04-11 19:30,거리,/,대화하기,/,/,즐거움,/,/,/,로빈과 제이슨,/
2017-04-11 19:30,2017-04-11 19:45,더베이 101 앞,/,촬영하기,/,/,멋있음,/,/,/,로빈과 제이슨,/
2017-04-11 19:45,2017-04-11 19:45,더베이 101,/,주문하기,/,/,배고픔,/,치킨,/,로빈과 제이슨,/
2017-04-11 19:45,2017-04-11 20:00,더베이 101,/,대화하기,/,/,즐거움,/,/,/,로빈과 제이슨,/
2017-04-11 20:00,2017-04-11 20:00,더베이 101,/,먹기,/,/,맛있음,/,/,/,로빈과 제이슨,/
2017-04-11 20:00,2017-04-11 21:08,더베이 101,/,마시기,/,/,맛있음,/,/,/,로빈과 제이슨,/
2017-04-11 21:08,2017-04-11 21:10,더베이 101,/,이동하기,/,/,배부름,/,/,/,로빈과 제이슨,/
2017-04-11 21:10,2017-04-11 21:20,더베이 101 앞,/,촬영하기,/,/,멋있음,/,/,/,로빈과 제이슨,/
2017-04-11 21:20,2017-04-11 21:20,더베이 101 앞,/,탑승하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 21:20,2017-04-11 22:04,더베이 101 앞,/,이동하기,/,/,배부름,/,/,/,로빈과 제이슨,/
2017-04-11 22:04,2017-04-11 22:04,택시,/,계산하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 22:04,2017-04-11 22:07,거리,/,이동하기,/,/,피곤함,/,/,/,로빈과 제이슨,/
2017-04-11 22:07,2017-04-11 22:07,게스트하우스 거실,/,대화하기,/,/,/,/,/,/,로빈과 제이슨,/
2017-04-11 22:07,2017-04-11 22:30,게스트하우스 거실,/,대화하기,/,/,/,/,/,/,게스트하우스 손님,/
2017-04-11 22:30,2017-04-11 22:40,화장실,/,씻음,/,/,개운함,/,/,/,/,/
2017-04-11 22:40,2017-04-11 22:44,방,/,확인함,/,/,슬픔,/,/,/,/,/
2017-04-11 22:44,2017-04-11 22:40,방,/,설정하기,/,/,피곤함,/,/,/,/,/
2017-04-11 22:40,2017-04-11 23:00,방,/,대화하기,/,/,피곤함,/,/,/,제이슨,/
2017-04-11 23:00,2017-04-12 8:05,방,/,수면,/,/,편안함,/,/,/,제이슨,/
